type,client,tx,amount
deposit,52,5152,520.0
deposit,53,5153,530.0
deposit,54,5154,540.0
deposit,55,5155,550.0
deposit,56,5156,560.0
deposit,57,5157,570.0
deposit,58,5158,580.0
deposit,59,5159,590.0
deposit,60,5160,600.0
deposit,61,5161,610.0
deposit,62,5162,620.0
deposit,63,5163,630.0
deposit,64,5164,640.0
deposit,65,5165,650.0
deposit,66,5166,660.0
deposit,67,5167,670.0
deposit,68,5168,680.0
deposit,69,5169,690.0
deposit,70,5170,700.0
deposit,71,5171,710.0
deposit,72,5172,720.0
deposit,73,5173,730.0
deposit,74,5174,740.0
deposit,75,5175,750.0
deposit,76,5176,760.0
deposit,77,5177,770.0
deposit,78,5178,780.0
deposit,79,5179,790.0
deposit,80,5180,800.0
deposit,81,5181,810.0
deposit,82,5182,820.0
deposit,83,5183,830.0
deposit,84,5184,840.0
deposit,85,5185,850.0
deposit,86,5186,860.0
deposit,87,5187,870.0
deposit,88,5188,880.0
deposit,89,5189,890.0
deposit,90,5190,900.0
deposit,91,5191,910.0
deposit,92,5192,920.0
deposit,93,5193,930.0
deposit,94,5194,940.0
deposit,95,5195,950.0
deposit,96,5196,960.0
deposit,97,5197,970.0
deposit,98,5198,980.0
deposit,99,5199,990.0
deposit,100,5200,1000.0
deposit,1,5201,10.0
deposit,2,5202,20.0
deposit,3,5203,30.0
deposit,4,5204,40.0
deposit,5,5205,50.0
deposit,6,5206,60.0
deposit,7,5207,70.0
deposit,8,5208,80.0
deposit,9,5209,90.0
deposit,10,5210,100.0
deposit,11,5211,110.0
deposit,12,5212,120.0
deposit,13,5213,130.0
deposit,14,5214,140.0
deposit,15,5215,150.0
deposit,16,5216,160.0
deposit,17,5217,170.0
deposit,18,5218,180.0
deposit,19,5219,190.0
deposit,20,5220,200.0
deposit,21,5221,210.0
deposit,22,5222,220.0
deposit,23,5223,230.0
deposit,24,5224,240.0
deposit,25,5225,250.0
deposit,26,5226,260.0
deposit,27,5227,270.0
deposit,28,5228,280.0
deposit,29,5229,290.0
deposit,30,5230,300.0
deposit,31,5231,310.0
deposit,32,5232,320.0
deposit,33,5233,330.0
deposit,34,5234,340.0
deposit,35,5235,350.0
deposit,36,5236,360.0
deposit,37,5237,370.0
deposit,38,5238,380.0
deposit,39,5239,390.0
deposit,40,5240,400.0
deposit,41,5241,410.0
deposit,42,5242,420.0
deposit,43,5243,430.0
deposit,44,5244,440.0
deposit,45,5245,450.0
deposit,46,5246,460.0
deposit,47,5247,470.0
deposit,48,5248,480.0
deposit,49,5249,490.0
deposit,50,5250,500.0
deposit,51,5251,510.0
deposit,52,5252,520.0
deposit,53,5253,530.0
deposit,54,5254,540.0
deposit,55,5255,550.0
deposit,56,5256,560.0
deposit,57,5257,570.0
deposit,58,5258,580.0
deposit,59,5259,590.0
deposit,60,5260,600.0
deposit,61,5261,610.0
deposit,62,5262,620.0
deposit,63,5263,630.0
deposit,64,5264,640.0
deposit,65,5265,650.0
deposit,66,5266,660.0
deposit,67,5267,670.0
deposit,68,5268,680.0
deposit,69,5269,690.0
deposit,70,5270,700.0
deposit,71,5271,710.0
deposit,72,5272,720.0
deposit,73,5273,730.0
deposit,74,5274,740.0
deposit,75,5275,750.0
deposit,76,5276,760.0
deposit,77,5277,770.0
deposit,78,5278,780.0
deposit,79,5279,790.0
deposit,80,5280,800.0
deposit,81,5281,810.0
deposit,82,5282,820.0
deposit,83,5283,830.0
deposit,84,5284,840.0
deposit,85,5285,850.0
deposit,86,5286,860.0
deposit,87,5287,870.0
deposit,88,5288,880.0
deposit,89,5289,890.0
deposit,90,5290,900.0
deposit,91,5291,910.0
deposit,92,5292,920.0
deposit,93,5293,930.0
deposit,94,5294,940.0
deposit,95,5295,950.0
deposit,96,5296,960.0
deposit,97,5297,970.0
deposit,98,5298,980.0
deposit,99,5299,990.0
deposit,100,5300,1000.0
deposit,1,5301,10.0
deposit,2,5302,20.0
deposit,3,5303,30.0
deposit,4,5304,40.0
deposit,5,5305,50.0
deposit,6,5306,60.0
deposit,7,5307,70.0
deposit,8,5308,80.0
deposit,9,5309,90.0
deposit,10,5310,100.0
deposit,11,5311,110.0
deposit,12,5312,120.0
deposit,13,5313,130.0
deposit,14,5314,140.0
deposit,15,5315,150.0
deposit,16,5316,160.0
deposit,17,5317,170.0
deposit,18,5318,180.0
deposit,19,5319,190.0
deposit,20,5320,200.0
deposit,21,5321,210.0
deposit,22,5322,220.0
deposit,23,5323,230.0
deposit,24,5324,240.0
deposit,25,5325,250.0
deposit,26,5326,260.0
deposit,27,5327,270.0
deposit,28,5328,280.0
deposit,29,5329,290.0
deposit,30,5330,300.0
deposit,31,5331,310.0
deposit,32,5332,320.0
deposit,33,5333,330.0
deposit,34,5334,340.0
deposit,35,5335,350.0
deposit,36,5336,360.0
deposit,37,5337,370.0
deposit,38,5338,380.0
deposit,39,5339,390.0
deposit,40,5340,400.0
deposit,41,5341,410.0
deposit,42,5342,420.0
deposit,43,5343,430.0
deposit,44,5344,440.0
deposit,45,5345,450.0
deposit,46,5346,460.0
deposit,47,5347,470.0
deposit,48,5348,480.0
deposit,49,5349,490.0
deposit,50,5350,500.0
deposit,51,5351,510.0
deposit,52,5352,520.0
deposit,53,5353,530.0
deposit,54,5354,540.0
deposit,55,5355,550.0
deposit,56,5356,560.0
deposit,57,5357,570.0
deposit,58,5358,580.0
deposit,59,5359,590.0
deposit,60,5360,600.0
deposit,61,5361,610.0
deposit,62,5362,620.0
deposit,63,5363,630.0
deposit,64,5364,640.0
deposit,65,5365,650.0
deposit,66,5366,660.0
deposit,67,5367,670.0
deposit,68,5368,680.0
deposit,69,5369,690.0
deposit,70,5370,700.0
deposit,71,5371,710.0
deposit,72,5372,720.0
deposit,73,5373,730.0
deposit,74,5374,740.0
deposit,75,5375,750.0
deposit,76,5376,760.0
deposit,77,5377,770.0
deposit,78,5378,780.0
deposit,79,5379,790.0
deposit,80,5380,800.0
deposit,81,5381,810.0
deposit,82,5382,820.0
deposit,83,5383,830.0
deposit,84,5384,840.0
deposit,85,5385,850.0
deposit,86,5386,860.0
deposit,87,5387,870.0
deposit,88,5388,880.0
deposit,89,5389,890.0
deposit,90,5390,900.0
deposit,91,5391,910.0
deposit,92,5392,920.0
deposit,93,5393,930.0
deposit,94,5394,940.0
deposit,95,5395,950.0
deposit,96,5396,960.0
deposit,97,5397,970.0
deposit,98,5398,980.0
deposit,99,5399,990.0
deposit,100,5400,1000.0
deposit,1,5401,10.0
deposit,2,5402,20.0
deposit,3,5403,30.0
deposit,4,5404,40.0
deposit,5,5405,50.0
deposit,6,5406,60.0
deposit,7,5407,70.0
deposit,8,5408,80.0
deposit,9,5409,90.0
deposit,10,5410,100.0
deposit,11,5411,110.0
deposit,12,5412,120.0
deposit,13,5413,130.0
deposit,14,5414,140.0
deposit,15,5415,150.0
deposit,16,5416,160.0
deposit,17,5417,170.0
deposit,18,5418,180.0
deposit,19,5419,190.0
deposit,20,5420,200.0
deposit,21,5421,210.0
deposit,22,5422,220.0
deposit,23,5423,230.0
deposit,24,5424,240.0
deposit,25,5425,250.0
deposit,26,5426,260.0
deposit,27,5427,270.0
deposit,28,5428,280.0
deposit,29,5429,290.0
deposit,30,5430,300.0
deposit,31,5431,310.0
deposit,32,5432,320.0
deposit,33,5433,330.0
deposit,34,5434,340.0
deposit,35,5435,350.0
deposit,36,5436,360.0
deposit,37,5437,370.0
deposit,38,5438,380.0
deposit,39,5439,390.0
deposit,40,5440,400.0
deposit,41,5441,410.0
deposit,42,5442,420.0
deposit,43,5443,430.0
deposit,44,5444,440.0
deposit,45,5445,450.0
deposit,46,5446,460.0
deposit,47,5447,470.0
deposit,48,5448,480.0
deposit,49,5449,490.0
deposit,50,5450,500.0
deposit,51,5451,510.0
deposit,52,5452,520.0
deposit,53,5453,530.0
deposit,54,5454,540.0
deposit,55,5455,550.0
deposit,56,5456,560.0
deposit,57,5457,570.0
deposit,58,5458,580.0
deposit,59,5459,590.0
deposit,60,5460,600.0
deposit,61,5461,610.0
deposit,62,5462,620.0
deposit,63,5463,630.0
deposit,64,5464,640.0
deposit,65,5465,650.0
deposit,66,5466,660.0
deposit,67,5467,670.0
deposit,68,5468,680.0
deposit,69,5469,690.0
deposit,70,5470,700.0
deposit,71,5471,710.0
deposit,72,5472,720.0
deposit,73,5473,730.0
deposit,74,5474,740.0
deposit,75,5475,750.0
deposit,76,5476,760.0
deposit,77,5477,770.0
deposit,78,5478,780.0
deposit,79,5479,790.0
deposit,80,5480,800.0
deposit,81,5481,810.0
deposit,82,5482,820.0
deposit,83,5483,830.0
deposit,84,5484,840.0
deposit,85,5485,850.0
deposit,86,5486,860.0
deposit,87,5487,870.0
deposit,88,5488,880.0
deposit,89,5489,890.0
deposit,90,5490,900.0
deposit,91,5491,910.0
deposit,92,5492,920.0
deposit,93,5493,930.0
deposit,94,5494,940.0
deposit,95,5495,950.0
deposit,96,5496,960.0
deposit,97,5497,970.0
deposit,98,5498,980.0
deposit,99,5499,990.0
deposit,100,5500,1000.0
deposit,1,5501,10.0
deposit,2,5502,20.0
deposit,3,5503,30.0
deposit,4,5504,40.0
deposit,5,5505,50.0
deposit,6,5506,60.0
deposit,7,5507,70.0
deposit,8,5508,80.0
deposit,9,5509,90.0
deposit,10,5510,100.0
deposit,11,5511,110.0
deposit,12,5512,120.0
deposit,13,5513,130.0
deposit,14,5514,140.0
deposit,15,5515,150.0
deposit,16,5516,160.0
deposit,17,5517,170.0
deposit,18,5518,180.0
deposit,19,5519,190.0
deposit,20,5520,200.0
deposit,21,5521,210.0
deposit,22,5522,220.0
deposit,23,5523,230.0
deposit,24,5524,240.0
deposit,25,5525,250.0
deposit,26,5526,260.0
deposit,27,5527,270.0
deposit,28,5528,280.0
deposit,29,5529,290.0
deposit,30,5530,300.0
deposit,31,5531,310.0
deposit,32,5532,320.0
deposit,33,5533,330.0
deposit,34,5534,340.0
deposit,35,5535,350.0
deposit,36,5536,360.0
deposit,37,5537,370.0
deposit,38,5538,380.0
deposit,39,5539,390.0
deposit,40,5540,400.0
deposit,41,5541,410.0
deposit,42,5542,420.0
deposit,43,5543,430.0
deposit,44,5544,440.0
deposit,45,5545,450.0
deposit,46,5546,460.0
deposit,47,5547,470.0
deposit,48,5548,480.0
deposit,49,5549,490.0
deposit,50,5550,500.0
deposit,51,5551,510.0
deposit,52,5552,520.0
deposit,53,5553,530.0
deposit,54,5554,540.0
deposit,55,5555,550.0
deposit,56,5556,560.0
deposit,57,5557,570.0
deposit,58,5558,580.0
deposit,59,5559,590.0
deposit,60,5560,600.0
deposit,61,5561,610.0
deposit,62,5562,620.0
deposit,63,5563,630.0
deposit,64,5564,640.0
deposit,65,5565,650.0
deposit,66,5566,660.0
deposit,67,5567,670.0
deposit,68,5568,680.0
deposit,69,5569,690.0
deposit,70,5570,700.0
deposit,71,5571,710.0
deposit,72,5572,720.0
deposit,73,5573,730.0
deposit,74,5574,740.0
deposit,75,5575,750.0
deposit,76,5576,760.0
deposit,77,5577,770.0
deposit,78,5578,780.0
deposit,79,5579,790.0
deposit,80,5580,800.0
deposit,81,5581,810.0
deposit,82,5582,820.0
deposit,83,5583,830.0
deposit,84,5584,840.0
deposit,85,5585,850.0
deposit,86,5586,860.0
deposit,87,5587,870.0
deposit,88,5588,880.0
deposit,89,5589,890.0
deposit,90,5590,900.0
deposit,91,5591,910.0
deposit,92,5592,920.0
deposit,93,5593,930.0
deposit,94,5594,940.0
deposit,95,5595,950.0
deposit,96,5596,960.0
deposit,97,5597,970.0
deposit,98,5598,980.0
deposit,99,5599,990.0
deposit,100,5600,1000.0
deposit,1,5601,10.0
deposit,2,5602,20.0
deposit,3,5603,30.0
deposit,4,5604,40.0
deposit,5,5605,50.0
deposit,6,5606,60.0
deposit,7,5607,70.0
deposit,8,5608,80.0
deposit,9,5609,90.0
deposit,10,5610,100.0
deposit,11,5611,110.0
deposit,12,5612,120.0
deposit,13,5613,130.0
deposit,14,5614,140.0
deposit,15,5615,150.0
deposit,16,5616,160.0
deposit,17,5617,170.0
deposit,18,5618,180.0
deposit,19,5619,190.0
deposit,20,5620,200.0
deposit,21,5621,210.0
deposit,22,5622,220.0
deposit,23,5623,230.0
deposit,24,5624,240.0
deposit,25,5625,250.0
deposit,26,5626,260.0
deposit,27,5627,270.0
deposit,28,5628,280.0
deposit,29,5629,290.0
deposit,30,5630,300.0
deposit,31,5631,310.0
deposit,32,5632,320.0
deposit,33,5633,330.0
deposit,34,5634,340.0
deposit,35,5635,350.0
deposit,36,5636,360.0
deposit,37,5637,370.0
deposit,38,5638,380.0
deposit,39,5639,390.0
deposit,40,5640,400.0
deposit,41,5641,410.0
deposit,42,5642,420.0
deposit,43,5643,430.0
deposit,44,5644,440.0
deposit,45,5645,450.0
deposit,46,5646,460.0
deposit,47,5647,470.0
deposit,48,5648,480.0
deposit,49,5649,490.0
deposit,50,5650,500.0
deposit,51,5651,510.0
deposit,52,5652,520.0
deposit,53,5653,530.0
deposit,54,5654,540.0
deposit,55,5655,550.0
deposit,56,5656,560.0
deposit,57,5657,570.0
deposit,58,5658,580.0
deposit,59,5659,590.0
deposit,60,5660,600.0
deposit,61,5661,610.0
deposit,62,5662,620.0
deposit,63,5663,630.0
deposit,64,5664,640.0
deposit,65,5665,650.0
deposit,66,5666,660.0
deposit,67,5667,670.0
deposit,68,5668,680.0
deposit,69,5669,690.0
deposit,70,5670,700.0
deposit,71,5671,710.0
deposit,72,5672,720.0
deposit,73,5673,730.0
deposit,74,5674,740.0
deposit,75,5675,750.0
deposit,76,5676,760.0
deposit,77,5677,770.0
deposit,78,5678,780.0
deposit,79,5679,790.0
deposit,80,5680,800.0
deposit,81,5681,810.0
deposit,82,5682,820.0
deposit,83,5683,830.0
deposit,84,5684,840.0
deposit,85,5685,850.0
deposit,86,5686,860.0
deposit,87,5687,870.0
deposit,88,5688,880.0
deposit,89,5689,890.0
deposit,90,5690,900.0
deposit,91,5691,910.0
deposit,92,5692,920.0
deposit,93,5693,930.0
deposit,94,5694,940.0
deposit,95,5695,950.0
deposit,96,5696,960.0
deposit,97,5697,970.0
deposit,98,5698,980.0
deposit,99,5699,990.0
deposit,100,5700,1000.0
deposit,1,5701,10.0
deposit,2,5702,20.0
deposit,3,5703,30.0
deposit,4,5704,40.0
deposit,5,5705,50.0
deposit,6,5706,60.0
deposit,7,5707,70.0
deposit,8,5708,80.0
deposit,9,5709,90.0
deposit,10,5710,100.0
deposit,11,5711,110.0
deposit,12,5712,120.0
deposit,13,5713,130.0
deposit,14,5714,140.0
deposit,15,5715,150.0
deposit,16,5716,160.0
deposit,17,5717,170.0
deposit,18,5718,180.0
deposit,19,5719,190.0
deposit,20,5720,200.0
deposit,21,5721,210.0
deposit,22,5722,220.0
deposit,23,5723,230.0
deposit,24,5724,240.0
deposit,25,5725,250.0
deposit,26,5726,260.0
deposit,27,5727,270.0
deposit,28,5728,280.0
deposit,29,5729,290.0
deposit,30,5730,300.0
deposit,31,5731,310.0
deposit,32,5732,320.0
deposit,33,5733,330.0
deposit,34,5734,340.0
deposit,35,5735,350.0
deposit,36,5736,360.0
deposit,37,5737,370.0
deposit,38,5738,380.0
deposit,39,5739,390.0
deposit,40,5740,400.0
deposit,41,5741,410.0
deposit,42,5742,420.0
deposit,43,5743,430.0
deposit,44,5744,440.0
deposit,45,5745,450.0
deposit,46,5746,460.0
deposit,47,5747,470.0
deposit,48,5748,480.0
deposit,49,5749,490.0
deposit,50,5750,500.0
deposit,51,5751,510.0
deposit,52,5752,520.0
deposit,53,5753,530.0
deposit,54,5754,540.0
deposit,55,5755,550.0
deposit,56,5756,560.0
deposit,57,5757,570.0
deposit,58,5758,580.0
deposit,59,5759,590.0
deposit,60,5760,600.0
deposit,61,5761,610.0
deposit,62,5762,620.0
deposit,63,5763,630.0
deposit,64,5764,640.0
deposit,65,5765,650.0
deposit,66,5766,660.0
deposit,67,5767,670.0
deposit,68,5768,680.0
deposit,69,5769,690.0
deposit,70,5770,700.0
deposit,71,5771,710.0
deposit,72,5772,720.0
deposit,73,5773,730.0
deposit,74,5774,740.0
deposit,75,5775,750.0
deposit,76,5776,760.0
deposit,77,5777,770.0
deposit,78,5778,780.0
deposit,79,5779,790.0
deposit,80,5780,800.0
deposit,81,5781,810.0
deposit,82,5782,820.0
deposit,83,5783,830.0
deposit,84,5784,840.0
deposit,85,5785,850.0
deposit,86,5786,860.0
deposit,87,5787,870.0
deposit,88,5788,880.0
deposit,89,5789,890.0
deposit,90,5790,900.0
deposit,91,5791,910.0
deposit,92,5792,920.0
deposit,93,5793,930.0
deposit,94,5794,940.0
deposit,95,5795,950.0
deposit,96,5796,960.0
deposit,97,5797,970.0
deposit,98,5798,980.0
deposit,99,5799,990.0
deposit,100,5800,1000.0
deposit,1,5801,10.0
deposit,2,5802,20.0
deposit,3,5803,30.0
deposit,4,5804,40.0
deposit,5,5805,50.0
deposit,6,5806,60.0
deposit,7,5807,70.0
deposit,8,5808,80.0
deposit,9,5809,90.0
deposit,10,5810,100.0
deposit,11,5811,110.0
deposit,12,5812,120.0
deposit,13,5813,130.0
deposit,14,5814,140.0
deposit,15,5815,150.0
deposit,16,5816,160.0
deposit,17,5817,170.0
deposit,18,5818,180.0
deposit,19,5819,190.0
deposit,20,5820,200.0
deposit,21,5821,210.0
deposit,22,5822,220.0
deposit,23,5823,230.0
deposit,24,5824,240.0
deposit,25,5825,250.0
deposit,26,5826,260.0
deposit,27,5827,270.0
deposit,28,5828,280.0
deposit,29,5829,290.0
deposit,30,5830,300.0
deposit,31,5831,310.0
deposit,32,5832,320.0
deposit,33,5833,330.0
deposit,34,5834,340.0
deposit,35,5835,350.0
deposit,36,5836,360.0
deposit,37,5837,370.0
deposit,38,5838,380.0
deposit,39,5839,390.0
deposit,40,5840,400.0
deposit,41,5841,410.0
deposit,42,5842,420.0
deposit,43,5843,430.0
deposit,44,5844,440.0
deposit,45,5845,450.0
deposit,46,5846,460.0
deposit,47,5847,470.0
deposit,48,5848,480.0
deposit,49,5849,490.0
deposit,50,5850,500.0
deposit,51,5851,510.0
deposit,52,5852,520.0
deposit,53,5853,530.0
deposit,54,5854,540.0
deposit,55,5855,550.0
deposit,56,5856,560.0
deposit,57,5857,570.0
deposit,58,5858,580.0
deposit,59,5859,590.0
deposit,60,5860,600.0
deposit,61,5861,610.0
deposit,62,5862,620.0
deposit,63,5863,630.0
deposit,64,5864,640.0
deposit,65,5865,650.0
deposit,66,5866,660.0
deposit,67,5867,670.0
deposit,68,5868,680.0
deposit,69,5869,690.0
deposit,70,5870,700.0
deposit,71,5871,710.0
deposit,72,5872,720.0
deposit,73,5873,730.0
deposit,74,5874,740.0
deposit,75,5875,750.0
deposit,76,5876,760.0
deposit,77,5877,770.0
deposit,78,5878,780.0
deposit,79,5879,790.0
deposit,80,5880,800.0
deposit,81,5881,810.0
deposit,82,5882,820.0
deposit,83,5883,830.0
deposit,84,5884,840.0
deposit,85,5885,850.0
deposit,86,5886,860.0
deposit,87,5887,870.0
deposit,88,5888,880.0
deposit,89,5889,890.0
deposit,90,5890,900.0
deposit,91,5891,910.0
deposit,92,5892,920.0
deposit,93,5893,930.0
deposit,94,5894,940.0
deposit,95,5895,950.0
deposit,96,5896,960.0
deposit,97,5897,970.0
deposit,98,5898,980.0
deposit,99,5899,990.0
deposit,100,5900,1000.0
deposit,1,5901,10.0
deposit,2,5902,20.0
deposit,3,5903,30.0
deposit,4,5904,40.0
deposit,5,5905,50.0
deposit,6,5906,60.0
deposit,7,5907,70.0
deposit,8,5908,80.0
deposit,9,5909,90.0
deposit,10,5910,100.0
deposit,11,5911,110.0
deposit,12,5912,120.0
deposit,13,5913,130.0
deposit,14,5914,140.0
deposit,15,5915,150.0
deposit,16,5916,160.0
deposit,17,5917,170.0
deposit,18,5918,180.0
deposit,19,5919,190.0
deposit,20,5920,200.0
deposit,21,5921,210.0
deposit,22,5922,220.0
deposit,23,5923,230.0
deposit,24,5924,240.0
deposit,25,5925,250.0
deposit,26,5926,260.0
deposit,27,5927,270.0
deposit,28,5928,280.0
deposit,29,5929,290.0
deposit,30,5930,300.0
deposit,31,5931,310.0
deposit,32,5932,320.0
deposit,33,5933,330.0
deposit,34,5934,340.0
deposit,35,5935,350.0
deposit,36,5936,360.0
deposit,37,5937,370.0
deposit,38,5938,380.0
deposit,39,5939,390.0
deposit,40,5940,400.0
deposit,41,5941,410.0
deposit,42,5942,420.0
deposit,43,5943,430.0
deposit,44,5944,440.0
deposit,45,5945,450.0
deposit,46,5946,460.0
deposit,47,5947,470.0
deposit,48,5948,480.0
deposit,49,5949,490.0
deposit,50,5950,500.0
deposit,51,5951,510.0
deposit,52,5952,520.0
deposit,53,5953,530.0
deposit,54,5954,540.0
deposit,55,5955,550.0
deposit,56,5956,560.0
deposit,57,5957,570.0
deposit,58,5958,580.0
deposit,59,5959,590.0
deposit,60,5960,600.0
deposit,61,5961,610.0
deposit,62,5962,620.0
deposit,63,5963,630.0
deposit,64,5964,640.0
deposit,65,5965,650.0
deposit,66,5966,660.0
deposit,67,5967,670.0
deposit,68,5968,680.0
deposit,69,5969,690.0
deposit,70,5970,700.0
deposit,71,5971,710.0
deposit,72,5972,720.0
deposit,73,5973,730.0
deposit,74,5974,740.0
deposit,75,5975,750.0
deposit,76,5976,760.0
deposit,77,5977,770.0
deposit,78,5978,780.0
deposit,79,5979,790.0
deposit,80,5980,800.0
deposit,81,5981,810.0
deposit,82,5982,820.0
deposit,83,5983,830.0
deposit,84,5984,840.0
deposit,85,5985,850.0
deposit,86,5986,860.0
deposit,87,5987,870.0
deposit,88,5988,880.0
deposit,89,5989,890.0
deposit,90,5990,900.0
deposit,91,5991,910.0
deposit,92,5992,920.0
deposit,93,5993,930.0
deposit,94,5994,940.0
deposit,95,5995,950.0
deposit,96,5996,960.0
deposit,97,5997,970.0
deposit,98,5998,980.0
deposit,99,5999,990.0
deposit,100,6000,1000.0
deposit,1,6001,10.0
deposit,2,6002,20.0
deposit,3,6003,30.0
deposit,4,6004,40.0
deposit,5,6005,50.0
deposit,6,6006,60.0
deposit,7,6007,70.0
deposit,8,6008,80.0
deposit,9,6009,90.0
deposit,10,6010,100.0
deposit,11,6011,110.0
deposit,12,6012,120.0
deposit,13,6013,130.0
deposit,14,6014,140.0
deposit,15,6015,150.0
deposit,16,6016,160.0
deposit,17,6017,170.0
deposit,18,6018,180.0
deposit,19,6019,190.0
deposit,20,6020,200.0
deposit,21,6021,210.0
deposit,22,6022,220.0
deposit,23,6023,230.0
deposit,24,6024,240.0
deposit,25,6025,250.0
deposit,26,6026,260.0
deposit,27,6027,270.0
deposit,28,6028,280.0
deposit,29,6029,290.0
deposit,30,6030,300.0
deposit,31,6031,310.0
deposit,32,6032,320.0
deposit,33,6033,330.0
deposit,34,6034,340.0
deposit,35,6035,350.0
deposit,36,6036,360.0
deposit,37,6037,370.0
deposit,38,6038,380.0
deposit,39,6039,390.0
deposit,40,6040,400.0
deposit,41,6041,410.0
deposit,42,6042,420.0
deposit,43,6043,430.0
deposit,44,6044,440.0
deposit,45,6045,450.0
deposit,46,6046,460.0
deposit,47,6047,470.0
deposit,48,6048,480.0
deposit,49,6049,490.0
deposit,50,6050,500.0
deposit,51,6051,510.0
deposit,52,6052,520.0
deposit,53,6053,530.0
deposit,54,6054,540.0
deposit,55,6055,550.0
deposit,56,6056,560.0
deposit,57,6057,570.0
deposit,58,6058,580.0
deposit,59,6059,590.0
deposit,60,6060,600.0
deposit,61,6061,610.0
deposit,62,6062,620.0
deposit,63,6063,630.0
deposit,64,6064,640.0
deposit,65,6065,650.0
deposit,66,6066,660.0
deposit,67,6067,670.0
deposit,68,6068,680.0
deposit,69,6069,690.0
deposit,70,6070,700.0
deposit,71,6071,710.0
deposit,72,6072,720.0
deposit,73,6073,730.0
deposit,74,6074,740.0
deposit,75,6075,750.0
deposit,76,6076,760.0
deposit,77,6077,770.0
deposit,78,6078,780.0
deposit,79,6079,790.0
deposit,80,6080,800.0
deposit,81,6081,810.0
deposit,82,6082,820.0
deposit,83,6083,830.0
deposit,84,6084,840.0
deposit,85,6085,850.0
deposit,86,6086,860.0
deposit,87,6087,870.0
deposit,88,6088,880.0
deposit,89,6089,890.0
deposit,90,6090,900.0
deposit,91,6091,910.0
deposit,92,6092,920.0
deposit,93,6093,930.0
deposit,94,6094,940.0
deposit,95,6095,950.0
deposit,96,6096,960.0
deposit,97,6097,970.0
deposit,98,6098,980.0
deposit,99,6099,990.0
deposit,100,6100,1000.0
deposit,1,6101,10.0
deposit,2,6102,20.0
deposit,3,6103,30.0
deposit,4,6104,40.0
deposit,5,6105,50.0
deposit,6,6106,60.0
deposit,7,6107,70.0
deposit,8,6108,80.0
deposit,9,6109,90.0
deposit,10,6110,100.0
deposit,11,6111,110.0
deposit,12,6112,120.0
deposit,13,6113,130.0
deposit,14,6114,140.0
deposit,15,6115,150.0
deposit,16,6116,160.0
deposit,17,6117,170.0
deposit,18,6118,180.0
deposit,19,6119,190.0
deposit,20,6120,200.0
deposit,21,6121,210.0
deposit,22,6122,220.0
deposit,23,6123,230.0
deposit,24,6124,240.0
deposit,25,6125,250.0
deposit,26,6126,260.0
deposit,27,6127,270.0
deposit,28,6128,280.0
deposit,29,6129,290.0
deposit,30,6130,300.0
deposit,31,6131,310.0
deposit,32,6132,320.0
deposit,33,6133,330.0
deposit,34,6134,340.0
deposit,35,6135,350.0
deposit,36,6136,360.0
deposit,37,6137,370.0
deposit,38,6138,380.0
deposit,39,6139,390.0
deposit,40,6140,400.0
deposit,41,6141,410.0
deposit,42,6142,420.0
deposit,43,6143,430.0
deposit,44,6144,440.0
deposit,45,6145,450.0
deposit,46,6146,460.0
deposit,47,6147,470.0
deposit,48,6148,480.0
deposit,49,6149,490.0
deposit,50,6150,500.0
deposit,51,6151,510.0
deposit,52,6152,520.0
deposit,53,6153,530.0
deposit,54,6154,540.0
deposit,55,6155,550.0
deposit,56,6156,560.0
deposit,57,6157,570.0
deposit,58,6158,580.0
deposit,59,6159,590.0
deposit,60,6160,600.0
deposit,61,6161,610.0
deposit,62,6162,620.0
deposit,63,6163,630.0
deposit,64,6164,640.0
deposit,65,6165,650.0
deposit,66,6166,660.0
deposit,67,6167,670.0
deposit,68,6168,680.0
deposit,69,6169,690.0
deposit,70,6170,700.0
deposit,71,6171,710.0
deposit,72,6172,720.0
deposit,73,6173,730.0
deposit,74,6174,740.0
deposit,75,6175,750.0
deposit,76,6176,760.0
deposit,77,6177,770.0
deposit,78,6178,780.0
deposit,79,6179,790.0
deposit,80,6180,800.0
deposit,81,6181,810.0
deposit,82,6182,820.0
deposit,83,6183,830.0
deposit,84,6184,840.0
deposit,85,6185,850.0
deposit,86,6186,860.0
deposit,87,6187,870.0
deposit,88,6188,880.0
deposit,89,6189,890.0
deposit,90,6190,900.0
deposit,91,6191,910.0
deposit,92,6192,920.0
deposit,93,6193,930.0
deposit,94,6194,940.0
deposit,95,6195,950.0
deposit,96,6196,960.0
deposit,97,6197,970.0
deposit,98,6198,980.0
deposit,99,6199,990.0
deposit,100,6200,1000.0
deposit,1,6201,10.0
deposit,2,6202,20.0
deposit,3,6203,30.0
deposit,4,6204,40.0
deposit,5,6205,50.0
deposit,6,6206,60.0
deposit,7,6207,70.0
deposit,8,6208,80.0
deposit,9,6209,90.0
deposit,10,6210,100.0
deposit,11,6211,110.0
deposit,12,6212,120.0
deposit,13,6213,130.0
deposit,14,6214,140.0
deposit,15,6215,150.0
deposit,16,6216,160.0
deposit,17,6217,170.0
deposit,18,6218,180.0
deposit,19,6219,190.0
deposit,20,6220,200.0
deposit,21,6221,210.0
deposit,22,6222,220.0
deposit,23,6223,230.0
deposit,24,6224,240.0
deposit,25,6225,250.0
deposit,26,6226,260.0
